Nx=24 Ny= 6  N_up=132
          43          82  -1.998002014568151E-005 4.236914510424575E-020 
          43          83  -1.023274054201117E-005 4.576625778366346E-020 
          43          84  -7.422703104893654E-005 2.213354899717384E-020 
          43          85  -2.610105943298542E-005 8.254495741020040E-021 
          43          86  -4.887260201919104E-005 -5.805354813617804E-021 
          43          87  2.813770638814267E-005 3.248945280922150E-021 
          43          88  2.054466664341593E-005 -1.499064128993912E-020 
          43          89  -4.335744107319127E-005 -9.619582227232140E-022 
          43          90  -2.747441428980377E-005 -2.676154710997943E-020 
          43          91  -1.379449284866865E-005 1.077978390844893E-020 
          43          92  1.721476780419549E-005 6.736379088598980E-021 
          43          93  -9.259423083767562E-005 2.052135855199752E-020 
          43          94  1.887814916564976E-005 -7.479582900261552E-022 
          43          95  -1.641531890805068E-005 -1.761282064735522E-020 
          43          96  -2.056704031843035E-005 1.967208308293761E-020 
          43          97  -1.338100680482943E-005 -9.327393907889533E-021 
          43          98  2.588640060569783E-006 1.889674940434731E-020 
          43          99  2.450656134262347E-006 7.559665447821811E-021 
          43         100  -1.413663473455332E-005 1.544906365310939E-020 
          43         101  1.033002060068316E-005 -3.333223679053532E-021 
          43         102  7.817601931021928E-006 1.674454825301668E-021 
          43         103  2.777939461298966E-006 -1.574232364208971E-021 
          43         104  -1.834620852405544E-006 -1.244415833265647E-021 
          43         105  3.007198517701934E-006 4.134888507186776E-021 
          43         106  1.511178012883759E-006 -3.241958552762806E-021 
          43         107  -9.346542680200937E-006 -3.950208039532514E-022 
          43         108  1.199774627201127E-006 7.592200021192014E-022 
          44          37  6.221281538760302E-003 -4.174929408633016E-018 
          44          38  -7.532021169357997E-002 5.730949455185974E-018 
          44          39  -7.594663096216929E-002 1.992606363783886E-017 
          44          40  6.266546022904847E-003 2.105750375119277E-018 
          44          41  -3.431275486626730E-003 3.538692697166137E-019 
          44          42  -3.444757398856037E-003 1.647497058734734E-018 
          44          43  -8.194787474741863E-002 1.330728799902014E-017 
          44          44  0.469055250981427 7.053632462056842E-017 
          44          45  -8.133690415957240E-002 -1.386667421304452E-018 
          44          46  2.387612017515315E-003 1.722375717801711E-018 
          44          47  1.491337944301802E-003 -8.752358136332585E-019 
          44          48  2.385511945717401E-003 2.073018298902117E-018 
          44          49  -7.757080615505862E-002 -6.038462403148326E-018 
          44          50  -7.720477738036771E-002 -6.748151937924362E-018 
          44          51  6.180902178774633E-003 -3.748006962697990E-018 
          44          52  -3.307589220806036E-003 3.925912926809403E-018 
          44          53  -3.375032437737501E-003 3.945272956122765E-018 
          44          54  6.137092927560672E-003 1.387274896330414E-018 
          44          55  4.864061802495938E-003 1.493305324344221E-018 
          44          56  2.024159801124417E-003 2.290790757390906E-020 
          44          57  -3.852736180333528E-003 -3.666210472196743E-019 
          44          58  -1.259119257552030E-004 -4.973572443989840E-019 
          44          59  -3.758818535283509E-003 -9.846366483777173E-019 
          44          60  1.972549061940451E-003 1.399375769958093E-018 
          44          61  -2.218957486768535E-003 3.584020676240338E-019 
          44          62  9.684126248790020E-004 3.222122239728827E-019 
          44          63  -1.496271196702138E-003 -1.361486076512087E-019 
          44          64  -1.532698740386695E-003 -1.579261220443187E-019 
          44          65  9.380544674599440E-004 -4.494591860098622E-019 
          44          66  -2.138784388782513E-003 2.186121537092393E-019 
          44          67  -7.988164346921208E-004 4.142891986797843E-020 
          44          68  2.009522261552728E-006 7.076297326492027E-020 
          44          69  -4.286152052540664E-005 4.520505486653390E-020 
          44          70  -2.982697325604146E-005 -7.487652881487870E-020 
          44          71  -7.542756388686882E-004 1.133544363209610E-019 
          44          72  -2.696149319246636E-005 -1.981567883739042E-020 
          44          73  -3.008685764241491E-005 2.434168321746701E-020 
          44          74  -1.703090847984389E-004 3.167998685698836E-020 
          44          75  -1.756229409232560E-004 1.048800229294170E-020 
          44          76  -2.452234164917950E-005 4.156254474667301E-020 
          44          77  -4.442852679368998E-004 -1.846232079469557E-020 
          44          78  -4.813215978922971E-004 -8.096808986662482E-020 
          44          79  -6.995527846319872E-005 2.772354241799864E-020 
          44          80  -2.208720270807805E-004 -2.813423601233620E-020 
          44          81  -7.221976836402797E-005 -4.221550554123099E-020 
          44          82  -1.251296455890456E-005 2.274022345314893E-021 
          44          83  -2.123891886699355E-005 3.176728261534403E-020 
          44          84  -8.888729989529969E-006 -2.227285061153915E-020 
          44          85  -2.703255291182393E-005 -1.469086185763923E-020 
          44          86  -2.345556658660960E-005 -4.447229221288395E-021 
          44          87  -4.595811925567713E-005 1.025557978837521E-021 
          44          88  2.534971998021072E-005 -3.153955374940525E-021 
          44          89  2.108411415287512E-005 2.249121221160453E-020 
          44          90  -4.826483469344302E-005 -1.678722048898465E-020 
          44          91  -1.988581675369954E-005 -7.315204269521280E-022 
          44          92  -1.451180786984705E-005 1.389109963511835E-021 
          44          93  1.896320678988041E-005 -9.909168766473440E-022 
          44          94  -8.833216434391735E-005 -3.840108003354846E-021 
          44          95  1.877123401108559E-005 -6.249597337078345E-020 
          44          96  -1.647543753826089E-005 -4.058218128571333E-020 
          44          97  8.898005281568884E-006 -2.651444905991897E-020 
          44          98  -1.303932313534427E-005 -3.038206169734927E-020 
          44          99  2.720886327170364E-006 -9.307005297310973E-021 
          44         100  2.906980366001263E-006 8.011162867476562E-021 
          44         101  -1.272703409753578E-005 -1.524648639860291E-020 
          44         102  1.059042954137473E-005 -8.544494273145333E-021 
          44         103  1.214141602555201E-006 3.662224992622572E-021 
          44         104  2.684216676781828E-006 -4.885189393966989E-021 
          44         105  -2.159978237951412E-006 2.097360392043268E-021 
          44         106  2.614817120552885E-006 -3.779448310333286E-022 
          44         107  1.186924855489995E-006 -1.027236968741878E-020 
          44         108  -9.812138655594210E-006 -3.802047911106686E-023 
          45          37  -3.429407027326605E-003 -2.402643882239629E-018 
          45          38  6.165360407529558E-003 -2.066251689149781E-018 
          45          39  -7.505947862625513E-002 -3.383660340281603E-018 
          45          40  -7.607609569871591E-002 -9.491119239374525E-018 
          45          41  6.263672999211037E-003 1.643272742452321E-018 
          45          42  -3.389766790269359E-003 -1.276817738450851E-018 
          45          43  2.386782410748083E-003 1.299779551824143E-018 
          45          44  -8.133690415957240E-002 -1.386667421304452E-018 
          45          45  0.469072559015019 7.445095760207016E-018 
          45          46  -8.184060381580496E-002 -8.575301877932755E-019 
          45          47  2.385559006227590E-003 -5.895022145897376E-019 
          45          48  1.490176920041022E-003 1.424888635964603E-018 
          45          49  6.271704494254671E-003 -2.903326261054137E-018 
          45          50  -7.799920624604785E-002 3.378977326859111E-018 
          45          51  -7.722878462905448E-002 7.424436626092817E-018 
          45          52  6.202793110296338E-003 2.331788555149673E-018 
          45          53  -3.352877040526999E-003 2.592048634205967E-018 
          45          54  -3.346562284229478E-003 -5.366929368844948E-019 
          45          55  2.195310864093053E-003 4.600891375716734E-019 
          45          56  4.945566580601220E-003 1.351844106709069E-018 
          45          57  2.014432239631564E-003 -1.012114728082154E-020 
          45          58  -3.919908461016977E-003 2.849515102996340E-019 
          45          59  -6.950312605618189E-005 -5.666099291267250E-020 
          45          60  -3.912580539939667E-003 6.255753319775393E-019 
          45          61  -2.323867135383701E-003 6.188944886177729E-019 
          45          62  -2.307752375243034E-003 -2.437778107049058E-019 
          45          63  9.793496005111857E-004 1.052847869765903E-019 
          45          64  -1.546865714610674E-003 1.114122114542609E-019 
          45          65  -1.544673575835043E-003 -4.557600387873994E-020 
          45          66  9.658007730013950E-004 -1.430951545758438E-019 
          45          67  -1.237710301202560E-005 1.252757199330266E-019 
