Nx=24 Ny= 6 t= 0.000 J= 0.000 N_up=132 N_down=  0 M1= 3600 M2= ****
          43          75  -3.713367249009610E-004 -1.275812792410867E-019 
          43          76  -1.092651651274679E-003 -5.038599284603878E-020 
          43          77  -6.711351610992767E-004 -1.330037276383089E-019 
          43          78  -5.587012513677685E-004 -1.173606463968586E-020 
          43          79  -4.359712979279972E-004 -2.167313005804584E-020 
          43          80  -1.718930751535716E-004 1.198798922742670E-019 
          43          81  -1.787143073106663E-004 -1.407804929777481E-020 
          43          82  -1.074586515519567E-004 6.340501837094260E-020 
          43          83  5.159857207358397E-006 2.531011709392928E-020 
          43          84  -4.942532911882576E-004 1.569138151525336E-019 
          43          85  -3.120637328684763E-004 1.030284770183427E-020 
          43          86  -2.117943839322566E-004 -1.389376341865619E-020 
          43          87  -4.686748408231174E-005 -2.421124076637132E-020 
          43          88  -1.227382830446433E-005 -5.286434199980614E-020 
          43          89  -1.141054475064946E-004 -2.387314525381383E-020 
          43          90  -4.001319250207583E-004 2.668656458591639E-020 
          43          91  9.316104624547958E-006 -9.230794600236378E-021 
          43          92  -5.389381855419202E-005 -3.902049674786902E-021 
          43          93  -4.353376682558570E-005 -8.950189168073270E-021 
          43          94  -2.507046093549450E-005 -8.604377727944616E-021 
          43          95  -2.683782972083257E-005 -3.391094580989869E-020 
          43          96  -3.654069705362060E-006 1.284878600443531E-019 
          43          97  -2.076996695455264E-006 8.132752051338386E-020 
          43          98  -2.053678537665330E-005 -4.928111640263835E-020 
          43          99  -3.235568202931742E-005 -5.109893073384898E-020 
          43         100  -2.328104895779016E-005 -5.975305491043843E-020 
          43         101  6.782558655399889E-006 2.570639047033259E-021 
          43         102  1.327490287959097E-005 -5.295686582745258E-021 
          43         103  1.427371935553294E-005 7.185771070987033E-021 
          43         104  1.715995379909138E-005 8.718635044807813E-021 
          43         105  1.123077866800238E-005 2.700769158827228E-021 
          43         106  1.214250713828255E-005 3.659387898432269E-021 
          43         107  1.152092323925291E-005 3.703035269816725E-021 
          43         108  1.499447837148374E-005 1.782504649902287E-020 
          44          37  3.357355854082517E-003 4.373203256466617E-019 
          44          38  -7.864056168044978E-002 1.118460144724013E-017 
          44          39  -6.293086491344509E-002 5.212376959865106E-018 
          44          40  2.402492325539518E-003 -1.124055875637229E-018 
          44          41  -6.273577899617817E-004 -1.881219369104230E-018 
          44          42  -4.009556841308580E-003 1.112155455856570E-019 
          44          43  -8.075670206960979E-002 -4.987385380898243E-018 
          44          44  0.420982040099557 1.207383209856347E-018 
          44          45  -5.231333451847510E-002 2.094030883624156E-018 
          44          46  -3.665747951944654E-004 1.319573961274032E-018 
          44          47  8.296274189567583E-004 7.339176551846026E-019 
          44          48  -9.279395042908053E-005 1.008019806283755E-019 
          44          49  -6.251447118422637E-002 1.559899395011653E-017 
          44          50  -4.794407803769846E-002 -2.513302016093784E-018 
          44          51  2.158146396721566E-003 8.776610946836553E-020 
          44          52  -9.657557488103204E-004 -5.617405775601482E-019 
          44          53  -1.116925495398315E-003 -1.069746333516027E-018 
          44          54  1.912546825955842E-003 1.614213506212651E-019 
          44          55  1.904608542694272E-003 -9.452737179962247E-019 
          44          56  -3.377911488419494E-004 1.785336340855542E-020 
          44          57  -9.188595288893804E-004 -1.070522393272145E-018 
          44          58  -2.529964590950078E-003 -6.057780162000087E-019 
          44          59  -4.361594692526910E-003 -4.366176372774640E-019 
          44          60  -4.985226439273727E-004 -1.959889643866571E-019 
          44          61  -9.720115589582557E-004 2.619602736337505E-019 
          44          62  2.781247689609087E-004 6.577758957727000E-020 
          44          63  -3.864320779707379E-004 1.682262422101651E-019 
          44          64  -1.801816038295700E-003 -2.305750123826579E-019 
          44          65  2.036868340077318E-004 1.295564463135106E-020 
          44          66  -3.891666414987052E-004 1.600401098955698E-019 
          44          67  -1.394690962104407E-003 -4.957677366308850E-019 
          44          68  -6.958806224315855E-004 -4.560083783980853E-019 
          44          69  -4.833002130214339E-004 -2.675478101337227E-019 
          44          70  -7.492516733283896E-004 -6.229279075824877E-019 
          44          71  -7.998169723650170E-004 -2.113617879287347E-019 
          44          72  -1.719991293080769E-003 -9.247908990981059E-019 
          44          73  -8.514666360650036E-004 -7.375724925817693E-020 
          44          74  -4.169666204317600E-004 -1.964096248299124E-019 
          44          75  -1.034004722548060E-004 -9.462980627578890E-020 
          44          76  -4.685274696513931E-004 -3.417570546085964E-019 
          44          77  -5.587371447302891E-004 -5.696856822316260E-019 
          44          78  -1.455717218224069E-003 -5.260479174129309E-019 
          44          79  -1.822671176611387E-004 -7.024217539800067E-020 
          44          80  -7.026465270713236E-004 3.565780275026841E-020 
          44          81  -6.753002743181325E-004 5.551884295790594E-020 
          44          82  -1.872961729104437E-004 3.485198243748688E-020 
          44          83  -1.192403490829598E-004 -4.462966410493644E-020 
          44          84  -2.799633676182334E-004 -2.698727106841840E-019 
          44          85  -3.474394834462026E-004 -9.982507851402776E-020 
          44          86  -5.948083347306606E-004 -1.001480124091029E-019 
          44          87  -3.716935804894855E-004 -5.311575153930771E-020 
          44          88  -1.185816763379882E-004 -3.763429478616273E-020 
          44          89  -2.546461083191093E-005 -3.290171521471518E-020 
          44          90  -1.716780684895357E-004 -1.544405420152069E-019 
          44          91  -2.181384210456944E-005 -7.227501576327350E-021 
          44          92  -4.617764021308628E-005 -3.013856302513200E-020 
          44          93  -2.414322859595415E-005 -9.406798073049893E-021 
          44          94  -1.010163008554311E-004 -1.181515887046604E-019 
          44          95  -8.804236320882471E-005 -3.521171286973277E-019 
          44          96  -1.802586843609643E-005 3.839741323870389E-020 
          44          97  1.861399177067423E-005 -5.516996369478070E-021 
          44          98  -6.541832690696249E-006 6.793908739194919E-020 
          44          99  -4.586335914619184E-005 -4.790454795224302E-021 
          44         100  -4.693167020706265E-005 2.634603096556540E-020 
          44         101  -4.338936270102420E-005 4.374980167674859E-020 
          44         102  1.014044161356002E-005 -2.558519958650793E-020 
          44         103  1.820306060905231E-005 -1.109471659564071E-021 
          44         104  2.415216351850584E-005 -4.566941910317891E-021 
          44         105  1.968228830467645E-005 6.045468104570768E-021 
          44         106  2.236271339924748E-005 8.042782818983317E-021 
          44         107  2.135465695084571E-005 3.862429601668067E-021 
          44         108  2.212167294193816E-005 2.328147031563636E-021 
          45          37  -2.158269937114684E-003 -1.918867495322330E-018 
          45          38  2.198297944800061E-003 1.422481693643645E-018 
          45          39  -6.575084669331849E-002 -7.537358452898612E-018 
          45          40  -8.022011062625314E-002 3.153182123948499E-019 
          45          41  2.964089079734199E-003 1.637830082770165E-019 
          45          42  -3.641388101574344E-003 1.640043128314799E-019 
          45          43  5.429661988724430E-004 6.493829917954434E-020 
          45          44  -5.231333451847510E-002 2.094030883624156E-018 
          45          45  0.421177962305209 -4.880344602895576E-017 
          45          46  -8.389628365496156E-002 -1.169798120355592E-017 
          45          47  3.755090196248213E-004 9.318017931473712E-019 
          45          48  5.038938272007406E-004 1.815359322721216E-018 
          45          49  2.144242661064566E-003 -2.324224861109678E-018 
          45          50  -4.650492512039910E-002 7.532619169869775E-018 
          45          51  -5.709861503531904E-002 -3.445266026798950E-018 
          45          52  2.178735741235789E-003 -1.480573776935366E-018 
          45          53  -1.873753403786318E-003 4.824704961117130E-019 
          45          54  -1.237845367076617E-004 -6.363589240985502E-019 
          45          55  2.621902206829918E-004 -6.440024219260224E-019 
          45          56  1.415385097246160E-003 3.177408494190639E-019 
          45          57  2.239439601018040E-004 2.141748691839639E-019 
          45          58  -4.563616451842847E-003 2.550426699256764E-019 
          45          59  -2.549290908057620E-003 1.004045730448706E-018 
          45          60  -6.148600725630327E-004 1.326778093957965E-018 
          45          61  -1.648489959547338E-003 -3.487351396775850E-019 
          45          62  1.470787075093042E-004 -2.248675281344280E-019 
          45          63  -1.541401271065257E-004 -2.472931852803234E-019 
          45          64  -1.631530202849966E-003 1.129134637987800E-019 
          45          65  -1.507836764456198E-003 3.798621038392739E-019 
          45          66  2.529290783823296E-004 -1.534074499466094E-019 
          45          67  -1.860624904353683E-003 -4.849566534393516E-020 
